seq,anchor,kind,role,orig,orig_bytes,trans,status,note
79,0x4cd,system,system,n,1,,未翻,
80,0x4d0,dialogue,narrative,汎用挨拶_ジャック_終了,22,通用問候_傑克_結束,人工定稿,
81,0x4e8,system,system,0137,4,,未翻,
82,0x4ed,dialogue,narrative,eet｢ﾏだﾅﾝｶｱﾝﾉｶ?｣,16,eet｢還有什麼事?｣,人工定稿,导入警告: kana_residue
83,0x500,dialogue,narrative,汎用挨拶_薫_開始,16,通用問候_薰_開始,人工定稿,
84,0x514,system,system,0280,4,,未翻,
85,0x519,dialogue,narrative,eet｢どｳｶｼﾏｼﾀｶ?｣,15,eet｢怎麼了?｣,人工定稿,导入警告: kana_residue
86,0x52c,dialogue,narrative,汎用挨拶_薫_終了,16,通用問候_薰_結束,人工定稿,
87,0x540,system,system,0281,4,,未翻,
88,0x545,dialogue,narrative,eet汎用挨拶_唯柚_開始,21,eet通用問候_唯柚_開始,人工定稿,
89,0x55c,system,system,0205,4,,未翻,
90,0x561,dialogue,narrative,eet｢ｵ話? ｲｲﾖ｣,13,eet｢聊? 好呀｣,人工定稿,导入警告: kana_residue
91,0x56f,dialogue,narrative,s汎用挨拶_唯柚_終了,19,s通用問候_唯柚_結束,人工定稿,
92,0x584,system,system,0206,4,,未翻,
93,0x589,dialogue,narrative,eet｢ﾏだｵ話ｼｽﾙﾉｶﾅ?｣,18,eet｢還要再聊?｣,人工定稿,导入警告: kana_residue
94,0x59c,dialogue,narrative,汎用挨拶_紅春_開始,18,通用問候_紅春_開始,人工定稿,
95,0x5b0,system,system,0248,4,,未翻,
96,0x5b5,dialogue,narrative,eet｢何ｶご用でｽｶ?｣,17,eet｢有什麼事?｣,人工定稿,导入警告: kana_residue
97,0x5c8,dialogue,narrative,汎用挨拶_紅春_終了,18,通用問候_紅春_結束,人工定稿,
98,0x5dc,system,system,0249,4,,未翻,
99,0x5e1,dialogue,narrative,eet汎用挨拶_西野_開始,21,eet通用問候_西野_開始,人工定稿,
100,0x5f8,system,system,0077,4,,未翻,
101,0x5fd,dialogue,narrative,eet｢ﾝ､ﾅﾝだチミ｡何ｶ用ｶﾈ?｣,24,eet｢唔，什麼事。有事?｣,人工定稿,"P7 校对修正: 「なんだチミ」被合成疑问成语「什麼東西」, 称谓丢失; 改 なんだ→什麼事(先例 r2_t1_3_0_0 seq414) + 何か用かね→有事?(同块 seq78/104); 标点随原文 ｡+?"
102,0x618,dialogue,narrative,汎用挨拶_西野_終了,18,通用問候_西野_結束,人工定稿,
103,0x62c,system,system,0078,4,,未翻,
104,0x631,dialogue,narrative,eet｢ﾏだ何ｶ用ｶﾈ?｣,16,eet｢還有事?｣,人工定稿,导入警告: kana_residue
